sentences,dim_0,dim_1,dim_2,dim_3,dim_4,dim_5,dim_6,dim_7,dim_8,dim_9,dim_10,dim_11,dim_12,dim_13,dim_14,dim_15,dim_16,dim_17,dim_18,dim_19,dim_20,dim_21,dim_22,dim_23,dim_24,dim_25,dim_26,dim_27,dim_28,dim_29,dim_30,dim_31,dim_32,dim_33,dim_34,dim_35,dim_36,dim_37,dim_38,dim_39,dim_40,dim_41,dim_42,dim_43,dim_44,dim_45,dim_46,dim_47,dim_48,dim_49,dim_50,dim_51,dim_52,dim_53,dim_54,dim_55,dim_56,dim_57,dim_58,dim_59,dim_60,dim_61,dim_62,dim_63,dim_64,dim_65,dim_66,dim_67,dim_68,dim_69,dim_70,dim_71,dim_72,dim_73,dim_74,dim_75,dim_76,dim_77,dim_78,dim_79,dim_80,dim_81,dim_82,dim_83,dim_84,dim_85,dim_86,dim_87,dim_88,dim_89,dim_90,dim_91,dim_92,dim_93,dim_94,dim_95
offer,-1.2597105503082275,-0.8304277062416077,-0.7096661329269409,0.5811177492141724,-0.7026000022888184,0.08117735385894775,0.9264964461326599,1.1703730821609497,0.14901062846183777,-0.15214097499847412,0.40644827485084534,-0.6578388214111328,-0.8927592039108276,-0.6615294218063354,-0.3540268540382385,0.6130077242851257,0.06702786684036255,-1.4925436973571777,-0.5107949376106262,1.3977174758911133,-0.504889726638794,0.10345977544784546,-0.8646529912948608,-0.32579368352890015,0.4039163291454315,0.06662696599960327,-1.0482968091964722,1.8859071731567383,0.014629006385803223,-0.678396999835968,-0.17474475502967834,1.5557188987731934,0.2726934552192688,-0.02340855449438095,-0.49982306361198425,-0.947723925113678,0.40614134073257446,0.6312848329544067,1.746917963027954,-1.7871506214141846,2.013265609741211,0.15759462118148804,-0.8953987956047058,0.016690097749233246,-0.07510381937026978,-1.2503681182861328,1.3702614307403564,-1.2339717149734497,0.7155262231826782,0.5270776748657227,0.1536167860031128,0.783268928527832,-0.6140995025634766,-0.574533998966217,0.8398910760879517,-1.4725581407546997,0.6595989465713501,-0.39571627974510193,-0.9452661275863647,0.12930284440517426,-0.8673973083496094,0.7244752645492554,-0.04858678579330444,0.23187172412872314,1.2305084466934204,0.5428280830383301,-0.07664410769939423,-0.6456913948059082,-0.41830357909202576,2.186159610748291,0.6970139741897583,1.6460702419281006,0.9749256372451782,-0.8177845478057861,-0.24139940738677979,0.48527026176452637,0.07113298773765564,0.620019793510437,-0.11764757335186005,-1.2556532621383667,0.03474357724189758,-0.2564776837825775,-0.749981701374054,0.5230006575584412,-0.057303428649902344,1.9101080894470215,-0.28081247210502625,-1.0613319873809814,-1.3669779300689697,-0.18542787432670593,-0.19948408007621765,0.1269066333770752,-0.44913873076438904,0.6774185299873352,-0.33080047369003296,0.6648114323616028
deep,-1.3639073371887207,-0.7698985934257507,-1.5970244407653809,0.23858076333999634,-0.6157720685005188,-0.2243424355983734,0.5911228060722351,1.3060119152069092,0.6165418028831482,-0.9196047782897949,0.8027005791664124,-0.8636321425437927,-0.479939341545105,0.8033115267753601,-0.8661996722221375,-1.040605068206787,-0.5676496028900146,-1.241603970527649,0.04958111047744751,0.4467843770980835,-1.6522102355957031,0.8946006298065186,-1.1295067071914673,-0.36919450759887695,0.8465542197227478,0.2576391100883484,-0.36377766728401184,1.3187620639801025,-1.7186970710754395,0.35567644238471985,-1.3355798721313477,-0.33884936571121216,0.8837845325469971,-0.4687815308570862,0.36028867959976196,-1.9998809099197388,-0.48926079273223877,-0.2573506236076355,2.4645261764526367,0.522831916809082,-0.9657710194587708,0.24258887767791748,-0.0030692219734191895,1.6257940530776978,0.5402096509933472,-1.1098592281341553,-1.4249862432479858,-0.7829108834266663,0.9107116460800171,0.6403250694274902,0.6692641973495483,1.1587860584259033,-0.8151935935020447,1.2451763153076172,0.9647756218910217,2.104950428009033,0.30295565724372864,-0.2322370707988739,0.1833922564983368,0.3090226650238037,-0.9041429162025452,-1.4992196559906006,-0.6195632219314575,0.04985293000936508,0.6858972311019897,-0.5316438674926758,0.6642014384269714,-0.2689473032951355,-0.5014621019363403,-0.3987794518470764,-0.45450741052627563,0.5232540369033813,-1.4104267358779907,0.03794516623020172,-0.6227478384971619,-0.1586337685585022,1.7823739051818848,0.20205456018447876,1.0239180326461792,-0.2830420732498169,-0.12373396754264832,0.2658328115940094,0.8835954070091248,0.39061567187309265,-0.13045382499694824,1.7110633850097656,0.4654952883720398,0.1820334792137146,-0.04109273850917816,-0.4065243601799011,0.5820361971855164,-0.02756156027317047,1.132076621055603,1.2289412021636963,-1.1511379480361938,-0.11424924433231354
broad,-0.6051465272903442,-1.0475043058395386,-1.2127788066864014,-0.9218199253082275,-0.9283936023712158,0.44043129682540894,0.5609055757522583,1.0569589138031006,-0.8292926549911499,-1.1011340618133545,0.45087385177612305,-0.04813413321971893,-0.3029150664806366,1.3572325706481934,-1.074537992477417,-1.3067357540130615,-0.837628960609436,-1.0592105388641357,0.593477725982666,0.8428046703338623,-0.9568536281585693,-0.014726459980010986,-0.6846324801445007,0.14268909394741058,0.23218867182731628,-0.5395779609680176,-0.6182541251182556,1.5328823328018188,-1.3126425743103027,-0.7417446970939636,-0.08425313234329224,0.12958891689777374,0.38801831007003784,-0.4815361499786377,0.24741709232330322,-1.346078872680664,0.8251194357872009,0.09624473005533218,1.7179484367370605,0.13953083753585815,-0.375716894865036,-0.8684030771255493,0.3232131004333496,-0.3584281802177429,0.302382230758667,0.08270329236984253,-1.1198738813400269,-1.0605757236480713,0.576952338218689,0.7191460132598877,0.41344261169433594,1.2688665390014648,-1.4557416439056396,0.7265068888664246,0.14469420909881592,1.4495079517364502,0.23784148693084717,0.36478471755981445,-0.01148994266986847,0.6422020196914673,0.29276078939437866,-1.4942117929458618,-0.8214535117149353,-0.1666974574327469,0.2729140520095825,0.23329100012779236,-0.0998380035161972,-1.1155173778533936,0.5734081864356995,0.37447357177734375,-0.16180582344532013,0.5933408737182617,-0.9695152044296265,0.2746717631816864,-0.571856677532196,0.5686213970184326,0.46976232528686523,-0.4006260633468628,0.05711391568183899,-0.6340319514274597,-0.17933869361877441,-0.5683773756027222,0.819769024848938,0.24986973404884338,0.036054402589797974,2.2750635147094727,0.005525216460227966,0.75471031665802,-0.7094358205795288,1.3709509372711182,0.5967346429824829,0.11464399099349976,1.9455493688583374,1.734015703201294,-0.6843003034591675,0.09363538026809692
analysis,-1.1920570135116577,-0.4589301645755768,-0.5809338092803955,0.34798264503479004,0.4315964877605438,-0.4193744361400604,1.5070019960403442,1.3421603441238403,0.5196642875671387,-0.8590367436408997,0.7995724081993103,-1.2400315999984741,0.25578275322914124,-0.25146517157554626,0.8859735727310181,1.1488983631134033,-0.41403502225875854,-1.7525123357772827,0.7387876510620117,0.37184417247772217,0.6985176205635071,-0.08687439560890198,0.4743214249610901,-0.66435706615448,-0.036923885345458984,0.3452346622943878,0.08150382339954376,1.0121850967407227,0.09981022775173187,-0.06733715534210205,0.46636176109313965,0.31294941902160645,1.1629709005355835,-0.8683242201805115,-0.2609095573425293,-0.9065051674842834,0.6285107135772705,-0.21488934755325317,1.2325223684310913,-0.32373160123825073,-0.28852468729019165,0.4723128080368042,1.1553890705108643,0.06665274500846863,0.03001844882965088,-0.8817191123962402,-1.2700392007827759,0.5525472164154053,-0.04017733782529831,-1.168459177017212,0.2840391993522644,0.2124556601047516,1.9315690994262695,-0.8192448019981384,0.761539101600647,0.0816182792186737,0.49806106090545654,0.13866174221038818,0.5236527323722839,-0.12310950458049774,-0.5902733206748962,0.1660623848438263,-0.15714168548583984,-0.42580050230026245,0.9954306483268738,1.1725172996520996,-0.08998334407806396,-0.9555028080940247,-0.09721297025680542,-0.9215200543403625,0.48224157094955444,0.3903384208679199,1.743460774421692,-0.21428599953651428,-0.4619508385658264,-0.5617915391921997,-0.3874683380126953,-0.25007349252700806,0.27491793036460876,-0.7965505123138428,-0.5457737445831299,-0.3557242155075073,-2.2622952461242676,-1.291609287261963,0.3967711329460144,0.8624076843261719,-0.5982470512390137,0.07654538750648499,-0.20414909720420837,0.7423317432403564,-1.0134484767913818,-0.892285168170929,1.3327186107635498,0.49515703320503235,-1.0395560264587402,1.224437952041626
specific,-1.9939770698547363,-1.5263012647628784,0.08287402987480164,-0.36922475695610046,-0.39607083797454834,0.1648125946521759,0.590644896030426,-0.22375163435935974,0.0695120245218277,-1.9275368452072144,0.3892156481742859,-0.5396814346313477,0.0794050469994545,0.5317631959915161,-1.4036685228347778,1.3262553215026855,-0.24631646275520325,-2.0677967071533203,-0.14578068256378174,1.045095443725586,-1.274530053138733,0.7267046570777893,-0.7336735129356384,-0.33141911029815674,0.33103063702583313,0.13401839137077332,0.4560088515281677,0.38263872265815735,-1.3167612552642822,0.8820596933364868,0.38991522789001465,-0.8984825611114502,1.1320202350616455,0.16327086091041565,0.7665618062019348,-1.023403286933899,0.648286759853363,-0.6592510938644409,0.20925894379615784,0.08028507232666016,-0.6931819319725037,0.6398215889930725,0.39360275864601135,0.36229294538497925,-0.0403544157743454,-1.015921950340271,-0.8933607339859009,-1.104013442993164,-0.04035383462905884,1.2534948587417603,0.8990635275840759,0.2944496273994446,-0.7614881992340088,0.42350244522094727,-0.9557985663414001,2.5035641193389893,0.32662445306777954,0.8377735018730164,-0.2536398768424988,0.8470340967178345,-0.9225508570671082,-1.8951493501663208,-0.8793342113494873,-0.09445962309837341,0.2097458839416504,-0.1384826898574829,-0.5426401495933533,-0.4296492040157318,0.43956583738327026,-0.14606009423732758,1.7570717334747314,0.5131850242614746,-1.2406960725784302,-0.3765563368797302,-0.21256572008132935,-0.7804098725318909,-0.07025309652090073,-0.3387441039085388,0.9350447058677673,-0.9430283308029175,-0.4267594814300537,-0.2310408353805542,-0.4724216163158417,0.9343283772468567,0.39778485894203186,1.167862892150879,-0.13540761172771454,0.7309588193893433,-0.1387622058391571,0.4803923964500427,0.10919469594955444,0.9314491748809814,1.7026567459106445,1.2942008972167969,0.09454023838043213,1.425492525100708
case,-0.8786053657531738,-0.8864508867263794,-1.0175223350524902,0.7364320158958435,-0.3750760853290558,0.22783666849136353,1.8907197713851929,1.7393574714660645,0.44277453422546387,-0.3619602620601654,1.3390402793884277,-1.1103641986846924,-0.7522913217544556,-0.3212754726409912,0.16352829337120056,1.5189862251281738,-0.9398000836372375,-1.440320611000061,0.4721136689186096,0.545041561126709,1.179624080657959,0.5674340724945068,0.455744206905365,-0.697643518447876,0.9880218505859375,0.45659419894218445,0.8084875345230103,0.6038210988044739,-0.18032890558242798,-0.30723845958709717,0.5266324877738953,0.29624125361442566,0.446686714887619,-0.33177870512008667,-0.06137457489967346,-0.7237732410430908,-0.5571169853210449,0.617195725440979,1.0174171924591064,0.11904394626617432,-0.5855018496513367,0.5298194289207458,0.16627904772758484,-0.2139870971441269,-0.36962777376174927,-0.8678910732269287,-0.8871941566467285,1.5724382400512695,-0.5758963227272034,0.025512829422950745,0.041175082325935364,0.27543139457702637,1.0685720443725586,-0.37839314341545105,-0.146299809217453,-0.3924591541290283,0.7774519920349121,-0.9620854258537292,1.4905712604522705,-0.5547363758087158,-0.7402909994125366,-0.2538994252681732,0.07374727725982666,-0.2902502715587616,2.129941940307617,0.40196552872657776,-0.8284139633178711,-0.5587724447250366,0.33959436416625977,-1.0711312294006348,0.7344688177108765,0.2649930417537689,1.9644278287887573,-0.31937626004219055,-0.46612828969955444,-0.7830078601837158,0.4670264720916748,-0.11631826311349869,0.9309736490249634,-0.7973124384880066,-0.18312206864356995,-0.9837033748626709,-1.7671620845794678,-1.1513087749481201,-1.1160197257995605,1.0382342338562012,-0.6222690343856812,-0.7823668122291565,-0.9047611951828003,0.6918510794639587,-0.8015844821929932,-0.08009380102157593,1.2640105485916138,0.102393239736557,-0.6927615404129028,0.3327954411506653
rom,0.0674019455909729,0.1016371101140976,-0.656937837600708,-0.1331610530614853,-0.18787336349487305,-0.2633846700191498,0.3003472089767456,0.5670872330665588,0.367334246635437,0.1631910800933838,1.39306640625,-1.0778928995132446,-1.1149095296859741,-0.2400248944759369,-0.6387157440185547,0.7176486253738403,-0.960578978061676,-0.9246249198913574,0.6635526418685913,1.2121427059173584,-0.785946249961853,0.24918028712272644,0.09854727983474731,-1.2404022216796875,1.275984764099121,0.2040584236383438,1.8137439489364624,0.02109891176223755,-0.6954622864723206,1.7621970176696777,0.2004753053188324,-0.7321037650108337,0.24149557948112488,-1.0968284606933594,-0.15114276111125946,-1.570643663406372,-0.8838446140289307,-0.07968834042549133,0.6175835132598877,-0.2546960711479187,-0.5395830869674683,-1.0527300834655762,0.47913122177124023,-0.32421672344207764,0.5026103854179382,-1.0267738103866577,1.0680036544799805,-0.9296198487281799,1.5137808322906494,0.4072507321834564,0.8841726183891296,0.11872509121894836,-0.48447245359420776,-0.2216140329837799,-1.4545468091964722,-0.28547877073287964,1.219454050064087,-0.18212753534317017,0.48871657252311707,-0.44990041851997375,-1.3479766845703125,-1.2759510278701782,-0.26376500725746155,-0.2728986442089081,0.7463847398757935,0.24654600024223328,-0.45680856704711914,-1.4174182415008545,0.7891741394996643,0.5847012400627136,0.5333691835403442,0.8585817813873291,-0.1845211386680603,-0.010325461626052856,0.2118518352508545,0.7282693386077881,-0.6112105846405029,1.51958429813385,1.3969238996505737,0.2004680037498474,-0.24014538526535034,-0.14872092008590698,-0.06018401309847832,-0.34508535265922546,1.406752347946167,0.9573627710342407,2.1025400161743164,0.2714712619781494,-0.92679762840271,0.41829752922058105,-1.0652987957000732,1.0120165348052979,-1.114510416984558,0.31886595487594604,-0.9052447080612183,0.9409446716308594
review,-1.2210052013397217,-1.1116185188293457,-0.8065488338470459,0.2486998438835144,0.3485960066318512,-0.16636840999126434,1.3125991821289062,1.1970117092132568,0.3864954113960266,-0.36332401633262634,0.5959701538085938,-0.5519012212753296,-0.4499473571777344,-0.6517513990402222,0.2713358998298645,1.039818286895752,-0.6382122039794922,-1.0265436172485352,0.49548855423927307,1.048870325088501,-0.16505783796310425,1.2356740236282349,-0.8310571312904358,-0.6531012058258057,0.10229678452014923,1.3053886890411377,-0.5315414071083069,0.9782291650772095,-0.11406488716602325,0.017926372587680817,-0.26631563901901245,0.5502629280090332,1.4183928966522217,-0.044619977474212646,-0.202903613448143,-0.759590744972229,-0.7440181970596313,0.08145014941692352,0.4472149610519409,-0.7253292202949524,-0.15806996822357178,1.349402666091919,0.5220353603363037,0.44124841690063477,-0.45724543929100037,-0.6323862075805664,-0.9592487812042236,0.45669692754745483,-0.02554534375667572,0.807964026927948,-0.23980072140693665,0.9541236758232117,-0.23055621981620789,-0.8503848910331726,0.8939982056617737,-0.7458328008651733,2.4526185989379883,-0.03736034035682678,-0.26073411107063293,-0.6413989067077637,-1.4025702476501465,0.30709129571914673,0.28325313329696655,-1.0192104578018188,0.6573026180267334,0.13934165239334106,-0.6752442121505737,-0.7818746566772461,-0.19877029955387115,0.6221432089805603,0.2404380738735199,0.892166018486023,1.4835803508758545,-0.3776908218860626,0.098452627658844,-0.0662042498588562,-0.41886189579963684,1.0501484870910645,0.6965247392654419,-1.5361156463623047,-0.5153587460517883,-0.6491246223449707,-1.548659324645996,-0.05436854064464569,0.09080445766448975,0.5725691914558411,-1.03317391872406,-0.8055881261825562,-1.201609492301941,0.46347180008888245,-0.2798272371292114,-0.8934860229492188,0.8455663919448853,0.5354913473129272,0.16268736124038696,1.9719815254211426
lead,-1.5102919340133667,-0.8576991558074951,0.3243325650691986,0.2991470992565155,-0.7409553527832031,-0.050775229930877686,0.712706446647644,1.0888252258300781,0.6046119928359985,-0.882230818271637,-0.22887775301933289,-0.4220066964626312,-1.1424288749694824,-0.44457313418388367,0.8077404499053955,0.8223024010658264,0.42113566398620605,-1.862326741218567,0.2091558426618576,0.34781572222709656,-1.5179052352905273,0.5009690523147583,-0.7118655443191528,0.16369491815567017,0.15931648015975952,0.6447430849075317,-0.2723558843135834,0.9327778816223145,-0.4254065155982971,-0.5082620978355408,-0.05234712362289429,0.0034193694591522217,0.20575609803199768,0.12167221307754517,-0.7366893291473389,-1.4605906009674072,0.3210700452327728,-0.23957166075706482,1.4793096780776978,-0.5203456282615662,1.0447981357574463,0.35170280933380127,-1.0068491697311401,-0.24919891357421875,-0.07809585332870483,-0.6261309385299683,-0.09509643912315369,-0.18554073572158813,0.8591828942298889,1.0029361248016357,-0.01655638962984085,-0.34534019231796265,-0.5156941413879395,-0.4066923260688782,1.4134613275527954,-0.8002455830574036,1.0262972116470337,-1.6117370128631592,-0.16054271161556244,0.0363960936665535,-0.41247302293777466,-0.6134167313575745,0.10490357875823975,-0.04012075066566467,1.4427884817123413,0.3807472586631775,0.05458971858024597,-0.5421802997589111,0.9188910722732544,-0.32763946056365967,0.39619919657707214,1.279114842414856,0.15303218364715576,-0.5550700426101685,-0.4191047251224518,0.772490918636322,-0.36068040132522583,1.074028491973877,0.4361426532268524,-1.592920184135437,-0.2003413736820221,0.725267231464386,-0.391196608543396,0.08432083576917648,0.5857172608375549,1.1471048593521118,0.558359682559967,-0.3793914318084717,-1.2193266153335571,0.2157522737979889,-0.16641803085803986,-0.5910714864730835,0.11217252910137177,1.7040187120437622,-0.5191290974617004,0.5187872648239136
conclusion,-1.38671875,-0.7922384738922119,-0.8833810091018677,0.5458108186721802,0.575287938117981,0.8697652220726013,2.281528949737549,1.798419713973999,-0.05214966833591461,-0.6128891706466675,0.942594051361084,-0.6583390235900879,-0.7107207775115967,-0.9094922542572021,0.5296528339385986,0.40406960248947144,-1.0638505220413208,-1.6456409692764282,0.4037608802318573,0.34692269563674927,-0.4997481107711792,0.8613405227661133,0.11737821996212006,-0.7812389135360718,-0.24068588018417358,0.4136947989463806,0.24922457337379456,0.9232847690582275,0.11490315198898315,-0.23145979642868042,0.3205353021621704,0.008243024349212646,0.6264523267745972,-0.6162241101264954,-0.8634542226791382,-0.9264013767242432,0.5719138383865356,0.311847448348999,1.2510347366333008,-0.1920013427734375,-0.39406371116638184,0.35046321153640747,-1.1801111698150635,-0.2608964443206787,-0.3940093517303467,-0.7053486108779907,-1.4603384733200073,0.9043149948120117,-0.44670650362968445,-0.11634550988674164,-0.41857296228408813,0.692234218120575,-0.047618716955184937,-0.20084774494171143,1.4045510292053223,-0.5530036687850952,1.2163056135177612,-0.978731632232666,-0.059956178069114685,0.19594800472259521,-0.07857230305671692,-0.7121329307556152,0.1998206228017807,-0.8284978270530701,1.6418814659118652,0.5422648191452026,-0.3821883797645569,-0.5439872741699219,0.6127862334251404,-0.5793170928955078,1.479736328125,0.7941126823425293,2.0816898345947266,-0.569709837436676,-0.00921410322189331,-0.03309747576713562,-0.7567941546440125,-0.35993194580078125,0.6018544435501099,-1.200084924697876,0.09664636850357056,-0.11138412356376648,-1.1074552536010742,-0.4383770823478699,0.601356565952301,1.5464184284210205,-0.2707362473011017,-0.956960916519165,-1.4753320217132568,0.829491913318634,-0.439378947019577,-0.9786925911903381,0.8297175168991089,0.7497256398200989,-0.8907082676887512,1.4720666408538818
mid,-0.9907326698303223,-0.7230560779571533,0.1866886019706726,-0.05681543052196503,0.0484231561422348,0.9586801528930664,0.313799113035202,1.690218448638916,0.6021728515625,-0.7690485715866089,2.7234508991241455,0.37236976623535156,0.8378532528877258,0.9258087277412415,-0.6484529972076416,-0.046446267515420914,-0.038615912199020386,-1.059262990951538,-0.43067288398742676,1.5345405340194702,-0.9951212406158447,0.7280570268630981,-1.0009000301361084,-0.7864991426467896,1.454803466796875,1.3387130498886108,0.5698114633560181,1.8495885133743286,-0.8280789256095886,0.8626158237457275,-0.5580919981002808,-0.639054536819458,1.6640982627868652,0.4579123854637146,-0.524384617805481,-2.204228162765503,0.09093443304300308,1.662912368774414,0.2132406234741211,-0.5921207666397095,-2.1284432411193848,-0.06714355945587158,0.008629798889160156,-0.5914039015769958,0.5716952085494995,-0.8821689486503601,-0.07331883907318115,-0.693636417388916,0.6777269840240479,0.02224785089492798,1.7179648876190186,0.9901880025863647,-0.5542024970054626,-1.4945448637008667,0.2625006139278412,-0.027320146560668945,0.8335542678833008,-0.40157100558280945,-0.9051224589347839,0.9504137635231018,-0.10304446518421173,0.23083224892616272,-0.35556653141975403,0.35381895303726196,0.787093460559845,0.5809844732284546,-0.4632952809333801,0.12410843372344971,0.6326030492782593,1.2415103912353516,0.3589528501033783,-0.6197767853736877,-0.677894115447998,0.15369653701782227,-1.1459903717041016,-0.717877984046936,-0.4230458736419678,-0.012714743614196777,-0.6944959163665771,-1.0258073806762695,-1.3042395114898682,-0.5624915361404419,-0.8832002282142639,0.3734416961669922,1.1202937364578247,0.02873973548412323,1.3801928758621216,1.0559567213058472,-0.3931293487548828,-1.2389353513717651,-0.46712857484817505,0.618134081363678,0.6413812041282654,0.05069682002067566,-0.5276070237159729,2.357630491256714
evaluation,-2.0836687088012695,-0.19436126947402954,-0.4236098825931549,-0.14984360337257385,0.4398040175437927,-0.023857686668634415,1.024010181427002,1.4222718477249146,-0.3291945457458496,-0.3751855790615082,0.4647659957408905,-0.40537533164024353,-0.491000235080719,-0.1401454210281372,-0.5298261046409607,0.6857560873031616,-1.0839283466339111,-1.074389934539795,0.6114681959152222,0.9171227812767029,-0.29463139176368713,0.7849107980728149,0.4263893961906433,-0.9859237670898438,-0.018299847841262817,0.4016651511192322,-0.2649003267288208,0.8632069230079651,0.1988769769668579,-0.4998846650123596,0.11025983095169067,-0.12312886118888855,1.3961790800094604,0.2362290769815445,-0.3252893388271332,-0.8599136471748352,0.4926956593990326,0.6805799007415771,0.6529003381729126,-0.6781085729598999,-0.10744810104370117,-0.2876478135585785,-0.9382333755493164,0.9782736301422119,-0.4356571435928345,-0.7210448980331421,-1.3018028736114502,0.5954465866088867,0.3692134618759155,-0.5262228846549988,-0.14650042355060577,1.8365604877471924,0.7008812427520752,-0.4405951499938965,0.9299163818359375,0.08624669909477234,1.3059958219528198,-0.61928391456604,-0.4547662138938904,-0.38078027963638306,-0.9047573804855347,-0.3920350968837738,-0.030140236020088196,-0.5420796871185303,0.742689311504364,0.5016741752624512,-0.7371604442596436,-0.5295940041542053,0.6679925918579102,-0.43334680795669556,0.5058882832527161,0.2775060534477234,1.3530100584030151,-0.5463716983795166,0.3395541310310364,-0.28631049394607544,-0.8578066229820251,-0.3590432107448578,0.2602059245109558,-0.711431622505188,0.12343427538871765,0.5883796215057373,-1.784977912902832,-0.7266427874565125,0.3352828621864319,1.35662841796875,-0.48837536573410034,-0.8366832137107849,-1.1360692977905273,1.2763481140136719,-0.9998145699501038,-0.6320219039916992,1.065322995185852,0.7592985033988953,0.1395086944103241,1.8379507064819336
necessary,-0.8053971529006958,-1.251737117767334,-1.0243687629699707,0.36175841093063354,-1.049583911895752,1.0594531297683716,1.137913465499878,1.3991955518722534,-1.0660654306411743,-1.3745191097259521,0.4039613902568817,0.29953160881996155,-0.22922077775001526,1.9544880390167236,-0.683739423751831,-0.35389989614486694,-0.6369332075119019,-1.033951759338379,0.24092522263526917,0.9449983835220337,-1.2305829524993896,0.7050919532775879,-0.6901000738143921,1.2631763219833374,-0.10141997039318085,0.1373802125453949,0.03415335714817047,1.8559658527374268,-1.2971216440200806,0.5839385986328125,-0.38456201553344727,-0.27689293026924133,1.3014024496078491,-0.2980489134788513,0.7409520149230957,-0.8624091148376465,0.8938825726509094,-0.3675176501274109,1.9288020133972168,0.640276312828064,-0.8722138404846191,-0.3803331255912781,0.0633983314037323,0.5041075944900513,0.5327255725860596,-0.5531017780303955,-1.5347594022750854,-0.7425718903541565,-0.5702649354934692,0.02961912751197815,0.28025731444358826,0.9534932374954224,-0.022729307413101196,-0.0008970201015472412,0.809475302696228,2.5125534534454346,0.749584436416626,-0.28476646542549133,-0.45850080251693726,0.2781931757926941,-1.1201701164245605,-0.6150984764099121,-0.8352010250091553,0.5094810724258423,0.08292865753173828,-0.7209253907203674,-0.7597535848617554,-0.7817201614379883,0.10473650693893433,1.2059012651443481,0.28478866815567017,-0.39764922857284546,-0.4466102123260498,-0.9885074496269226,-1.049649953842163,-0.31858983635902405,0.013250693678855896,0.9478409886360168,0.4855079650878906,-0.9885996580123901,-1.0969380140304565,-0.9787432551383972,-0.7204397916793823,1.3399555683135986,0.013581618666648865,2.0991294384002686,0.6966358423233032,0.9101837277412415,-0.8584916591644287,-0.32529133558273315,0.6910247802734375,-0.20401114225387573,1.5222781896591187,0.6600834727287292,-1.1162662506103516,0.7258915901184082
define,-1.4111982583999634,-1.147613286972046,-0.327580988407135,0.5147039294242859,-0.685490608215332,-0.14049625396728516,0.37935584783554077,0.8306575417518616,0.16671383380889893,-1.0156234502792358,0.07565025985240936,-0.6049370765686035,-0.6038511395454407,-0.06433666497468948,0.3422062397003174,1.1763533353805542,0.4816089868545532,-1.648256778717041,-0.06540524959564209,0.19974368810653687,-0.32235413789749146,0.3568234443664551,-0.9385752081871033,-0.3500733971595764,0.3223420977592468,0.6761848330497742,-0.047297000885009766,1.0571131706237793,-0.44881168007850647,-0.709527313709259,0.03059709072113037,1.7613134384155273,0.38731318712234497,-0.6275265216827393,1.0470573902130127,-1.6417057514190674,0.33109578490257263,-0.2657601833343506,1.8683732748031616,-1.5696079730987549,1.1779006719589233,0.5074598789215088,-1.2080589532852173,0.11396794021129608,-0.11568105220794678,-1.0359138250350952,1.2032194137573242,-1.0238609313964844,1.428405523300171,-0.5206370949745178,0.1873125284910202,0.01286354660987854,-0.9054632782936096,-0.42813074588775635,1.650417447090149,-0.7616125345230103,0.752945601940155,-0.8488186597824097,-0.9881940484046936,-0.48067963123321533,-1.5596084594726562,0.8947970867156982,-0.6821911334991455,0.3988500237464905,0.6818549036979675,1.0305404663085938,-0.05535227060317993,-0.7077659368515015,1.1337612867355347,1.0641425848007202,-0.009501911699771881,0.6438663005828857,1.6507045030593872,1.0965499877929688,-0.6160043478012085,0.6467466950416565,0.06993168592453003,1.209728717803955,1.1417710781097412,-1.06316339969635,-0.5908846855163574,-0.014193296432495117,-1.0089272260665894,-0.14721044898033142,0.515595555305481,1.2550321817398071,-0.24750876426696777,-0.3510206341743469,-1.3716036081314087,0.1574927568435669,-0.8876557946205139,0.12765806913375854,0.00960126519203186,1.3680996894836426,-1.0124150514602661,0.6306056976318359
